2456,"Fly II, The (1989)",Horror|Sci-Fi,Assembly (Ji jie hao) (2007) 
2457,Running Scared (1986),Action|Comedy,Zebraman (2004)
2458,Armed and Dangerous (1986),Comedy|Crime,Stop-Loss (2008)
2459,"Texas Chainsaw Massacre, The (1974)",Horror,Shine a Light (2008)
2460,"Texas Chainsaw Massacre 2, The (1986)",Horror,Inside (À l'intérieur) (2007)
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror,Nim's Island (2008)
2463,Ruthless People (1986),Comedy,"Ruins, The (2008)"
2465,Deadly Friend (1986),Horror,Forgetting Sarah Marshall (2008)
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,Superhero Movie (2008)
2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,Street Kings (2008)
2469,Peggy Sue Got Married (1986),Comedy|Drama,"Visitor, The (2007)"
2470,Crocodile Dundee (1986),Adventure|Comedy,Harold & Kumar Escape from Guantanamo Bay (2008)
2471,Crocodile Dundee II (1988),Action|Adventure|Comedy,99 francs (2007)
2472,Tough Guys (1986),Comedy,Speed Racer (2008)
2473,Soul Man (1986),Comedy,"Forbidden Kingdom, The (2008)"
2474,"Color of Money, The (1986)",Drama,Happy-Go-Lucky (2008)
2475,52 Pick-Up (1986),Action|Mystery|Thriller,Religulous (2008)
2476,Heartbreak Ridge (1986),Action|War,Outpost (2008)
2477,Firewalker (1986),Adventure,Are You Scared? (2006)
2478,¡Three Amigos! (1986),Comedy|Western,Son of Rambow (2007)
2481,My Name Is Joe (1998),Drama|Romance,Super High Me (2007)
2482,Still Crazy (1998),Comedy|Romance,Outsourced (2006)
2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller,Baby Mama (2008)
2485,She's All That (1999),Comedy|Romance,Expelled: No Intelligence Allowed (2008)
2488,Peeping Tom (1960),Drama|Horror|Thriller,Prom Night (2008)
2490,Payback (1999),Action|Thriller,Iron Man (2008)
2491,Simply Irresistible (1999),Comedy|Romance,Made of Honor (2008)
2492,20 Dates (1998),Comedy|Romance,Redbelt (2008)
2493,"Harmonists, The (1997)",Drama,Taken (2008)
2494,"Last Days, The (1998)",Documentary,"Fall, The (2006)"
2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi,What Happens in Vegas... (2008)
2496,Blast from the Past (1999),Comedy|Romance,American Pie Presents Beta House (American Pie 6: Beta House) (2007)
2497,Message in a Bottle (1999),Romance,Bella (2006)
2498,My Favorite Martian (1999),Comedy|Sci-Fi,"Chronicles of Narnia: Prince Caspian, The (2008)"
2500,Jawbreaker (1999),Comedy,Shelter (2007)
2501,October Sky (1999),Drama,"Girl Next Door, The (2007)"
2502,Office Space (1999),Comedy|Crime,Indiana Jones and the Kingdom of the Crystal Skull (2008)
2503,"Apple, The (Sib) (1998)",Drama,Nina's Heavenly Delights (2006)
2504,200 Cigarettes (1999),Comedy|Drama,Sex and the City (2008)
2505,8MM (1999),Drama|Mystery|Thriller,"Strangers, The (2008)"
2506,"Other Sister, The (1999)",Comedy|Drama|Romance,"Bigger, Stronger, Faster* (2008)"
2511,"Long Goodbye, The (1973)",Crime|Film-Noir,All the Boys Love Mandy Lane (2006)
2512,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama,Kung Fu Panda (2008)
2513,Pet Sematary (1989),Horror,Recount (2008)
2514,Pet Sematary II (1992),Comedy|Horror,Ex Drummer (2007)
2515,Children of the Corn II: The Final Sacrifice (1993),Horror,You Don't Mess with the Zohan (2008)
2516,Children of the Corn III (1994),Horror,Stuck (2007)
2517,Christine (1983),Horror,"Protector, The (1985)"
2518,Night Shift (1982),Comedy,Chaos Theory (2007)
2520,Airport (1970),Drama,Boy A (2007)
2521,Airport 1975 (1974),Action|Drama|Thriller,Spiral (2007)
2522,Airport '77 (1977),Drama,"Happening, The (2008)"
2523,Rollercoaster (1977),Drama|Thriller,"Incredible Hulk, The (2008)"
2524,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller,"Children of Huang Shi, The (2008)"
2525,Alligator (1980),Action|Horror|Sci-Fi,WALL·E (2008)
2526,Meteor (1979),Sci-Fi,Wanted (2008)
2527,Westworld (1973),Action|Sci-Fi|Thriller|Western,Hancock (2008)
2528,Logan's Run (1976),Action|Adventure|Sci-Fi,Get Smart (2008)
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,Young People Fucking (a.k.a. YPF) (2007)
2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi,St. Trinian's (2007)
2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi,Futurama: The Beast with a Billion Backs (2008)
2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi,Kit Kittredge: An American Girl (2008)
2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi,Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008)
2534,Avalanche (1978),Action,"Wackness, The (2008)"
2535,Earthquake (1974),Action|Drama|Thriller,Strange Circus (Kimyô na sâkasu) (2005)
2537,Beyond the Poseidon Adventure (1979),Adventure,Encounters at the End of the World (2008)
2538,Dancemaker (1998),Documentary,Zombie Strippers! (2008)
2539,Analyze This (1999),Comedy,Frosty the Snowman (1969)
2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller,Battle for Haditha (2007)
2541,Cruel Intentions (1999),Drama,Mamma Mia! (2008)
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,Welcome to the Sticks (Bienvenue chez les Ch'tis) (2008)
2544,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance,Rogue (2007)
2546,"Deep End of the Ocean, The (1999)",Drama,"It's the Great Pumpkin, Charlie Brown (1966)"
2548,"Rage: Carrie 2, The (1999)",Horror,Journey to the Center of the Earth (2008)
2549,Wing Commander (1999),Action|Sci-Fi,Meet Dave (2008)
2550,"Haunting, The (1963)",Horror|Thriller,"Machine Girl, The (Kataude mashin gâru) (2008)"
2551,Dead Ringers (1988),Drama|Horror|Thriller,Shrooms (2007)
2552,My Boyfriend's Back (1993),Comedy,Transsiberian (2008)
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,Stargate: Continuum (2008)
2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,Watchmen (2009)
2555,Baby Geniuses (1999),Comedy,Shotgun Stories (2007)
2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller,Watching the Detectives (2007)
2558,Forces of Nature (1999),Comedy|Romance,Felon (2008)
2559,"King and I, The (1999)",Animation|Children,Step Brothers (2008)
2560,Ravenous (1999),Horror|Thriller,"X-Files: I Want to Believe, The (2008)"
2561,True Crime (1999),Crime|Thriller,Man on Wire (2008)
2563,Dangerous Beauty (1998),Drama,"Little Drummer Boy, The (1968)"
2565,"King and I, The (1956)",Drama|Musical|Romance,Hogfather (Terry Pratchett's Hogfather) (2006)
2566,Doug's 1st Movie (1999),Animation|Children,Pathology (2008)
2567,EDtv (1999),Comedy,"Tracey Fragments, The (2007)"
2568,"Mod Squad, The (1999)",Action|Crime,"Zone, The (La Zona) (2007)"
2570,"Walk on the Moon, A (1999)",Drama|Romance,"Edge of Love, The (2008)"
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,Heart of a Dog (Sobachye serdtse) (1988)
2572,10 Things I Hate About You (1999),Comedy|Romance,"Mummy: Tomb of the Dragon Emperor, The (2008)"
2573,Tango (1998),Drama|Musical,"Midnight Meat Train, The (2008)"
2574,"Out-of-Towners, The (1999)",Comedy,Frozen River (2008)
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama,Vicky Cristina Barcelona (2008)
2577,Metroland (1997),Comedy|Drama,Batman: Gotham Knight (2008)
2579,Following (1998),Crime|Mystery|Thriller,"Walker, The (2007)"
2580,Go (1999),Comedy|Crime,Pineapple Express (2008)
2581,Never Been Kissed (1999),Comedy|Romance,Red Cliff (Chi bi) (2008)
2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy,"Sisterhood of the Traveling Pants 2, The (2008)"
2583,Cookie's Fortune (1999),Comedy|Drama,Hell Ride (2008)
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance,High School Musical 2 (2007)
2586,Goodbye Lover (1999),Comedy|Crime|Thriller,Tropic Thunder (2008)
2587,Life (1999),Comedy|Crime|Drama,Star Wars: The Clone Wars (2008)
2589,Friends & Lovers (1999),Comedy|Drama|Romance,Henry Poole is Here (2008)
2590,Hideous Kinky (1998),Drama,Mutant Chronicles (2008)
2593,"Monster, The (Mostro, Il) (1994)",Comedy,Waltz with Bashir (Vals im Bashir) (2008)
2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller,Let the Right One In (Låt den rätte komma in) (2008)
2596,SLC Punk! (1998),Comedy|Drama,Hamlet 2 (2008)
2597,Lost & Found (1999),Comedy|Romance,Death Race (2008)
2598,Pushing Tin (1999),Comedy,"House Bunny, The (2008)"
2599,Election (1999),Comedy,"Rocker, The (2008)"
2600,eXistenZ (1999),Action|Sci-Fi|Thriller,I.O.U.S.A. (a.k.a. IOUSA) (2008)
2605,Entrapment (1999),Crime|Thriller,Mirrors (2008)
2606,Idle Hands (1999),Comedy|Horror,Sukiyaki Western Django (2008)
2607,Get Real (1998),Drama|Romance,Somers Town (2008)
2609,"King of Masks, The (Bian Lian) (1996)",Drama,Burn After Reading (2008)
2611,"Winslow Boy, The (1999)",Drama,Disaster Movie (2008)
2612,Mildred Pierce (1945),Drama|Film-Noir,Babylon A.D. (2008)
2613,Night of the Comet (1984),Comedy|Horror|Sci-Fi,Traitor (2008)
2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi,"Onion Movie, The (2008)"
2615,My Science Project (1985),Adventure|Sci-Fi,"Spirit, The (2008)"
2616,Dick Tracy (1990),Action|Crime,John Adams (2008)
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,Bangkok Dangerous (2008)
2618,"Castle, The (1997)",Comedy,Sunflower (Xiang ri kui) (2005)
2620,This Is My Father (1998),Drama|Romance,Altered (2006)
2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy,Righteous Kill (2008)
2623,Trippin' (1999),Comedy,Lakeview Terrace (2008)
2624,After Life (Wandafuru raifu) (1998),Drama|Fantasy,Ghost Town (2008)
2625,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller,"Crow, The: Wicked Prayer (2005)"
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,Appaloosa (2008)
2629,"Love Letter, The (1999)",Comedy|Romance,Dead Fury (2008)
2630,Besieged (a.k.a. L' Assedio) (1998),Drama,Eagle Eye (2008)
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery,How to Lose Friends & Alienate People (2008)
2633,"Mummy, The (1932)",Horror|Romance,Nick and Norah's Infinite Playlist (2008)
2634,"Mummy, The (1959)",Horror,"Sound of the Mountain (Thunder of the Mountain, The) (Yama no oto) (1954)"
2639,Mommie Dearest (1981),Drama,Gomorrah (Gomorra) (2008)
2640,Superman (1978),Action|Adventure|Sci-Fi,"Duchess, The (2008)"
2641,Superman II (1980),Action|Sci-Fi,Alone in the Dark II (2008)
2642,Superman III (1983),Action|Adventure|Sci-Fi,FLCL (2000)
2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,Rachel Getting Married (2008)
2644,Dracula (1931),Horror,Body of Lies (2008)
2648,Frankenstein (1931),Drama|Horror|Sci-Fi,City of Ember (2008)
2651,Frankenstein Meets the Wolf Man (1943),Horror,"20,000 Leagues Under the Sea (1916)"
2652,"Curse of Frankenstein, The (1957)",Horror,Max Payne (2008)
2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror,Zack and Miri Make a Porno (2008)
2655,Howling II: Your Sister Is a Werewolf (1985),Horror,W. (2008)
2656,Tarantula (1955),Horror|Sci-Fi,My Best Friend's Girl (2008)
2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,"Synecdoche, New York (2008)"
2659,It Came from Hollywood (1982),Comedy|Documentary,"Secret Life of Bees, The (2008)"
2660,"Thing from Another World, The (1951)",Horror|Sci-Fi,"American Carol, An (2008)"
2661,It Came from Outer Space (1953),Sci-Fi,"Wave, The (Welle, Die) (2008)"
2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,Tokyo-Ga (1985)
2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,"Angus, Thongs and Perfect Snogging (2008)"
2665,Earth vs. the Flying Saucers (1956),Sci-Fi,Pride and Glory (2008)
2668,Swamp Thing (1982),Horror|Sci-Fi,"Express, The (2008)"
2669,Pork Chop Hill (1959),War,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002)
2670,Run Silent Run Deep (1958),War,Babylon 5: The Lost Tales - Voices in the Dark (2007)
2671,Notting Hill (1999),Comedy|Romance,RocknRolla (2008)
2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,Futurama: Bender's Game (2008)
2674,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy,Tin Man (2007)
2676,Instinct (1999),Drama|Thriller,Madagascar: Escape 2 Africa (2008)
2677,Buena Vista Social Club (1999),Documentary|Musical,Blindness (2008)
2681,Free Enterprise (1998),Comedy|Romance|Sci-Fi,Changeling (2008)
2682,Limbo (1999),Drama,"Road, The (2009)"
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,Slumdog Millionaire (2008)
2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery,Quantum of Solace (2008)
2687,Tarzan (1999),Adventure|Animation|Children|Drama,Role Models (2008)
2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller,Tokyo! (2008)
2690,"Ideal Husband, An (1999)",Comedy|Romance,JCVD (2008)
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama,Cinderella (1997)
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,Crows Zero (Kurôzu zero) (2007)
2693,Trekkies (1997),Documentary,Krabat (2008)
2694,Big Daddy (1999),Comedy,Camp Rock (2008)
2695,"Boys, The (1998)",Drama,Farscape: The Peacekeeper Wars (2004)
2696,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy,Saw V (2008)
2697,My Son the Fanatic (1997),Comedy|Drama|Romance,Sex Drive (2008)
2698,Zone 39 (1997),Sci-Fi,The Island (2006)
2699,Arachnophobia (1990),Comedy|Horror,Beverly Hills Chihuahua (2008)
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,Tattooed Life (Irezumi ichidai) (1965)
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,"Class, The (Entre les murs) (2008)"
2702,Summer of Sam (1999),Drama,Splinter (2008)
2706,American Pie (1999),Comedy|Romance,Australia (2008)
2707,Arlington Road (1999),Thriller,Bolt (2008)
2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance,Milk (2008)
2709,Muppets From Space (1999),Children|Comedy,Twilight (2008)
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,"Children, The (2008)"
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,Transporter 3 (2008)
2713,Lake Placid (1999),Horror|Thriller,Four Christmases (2008)
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,"Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008)"
2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,Fireproof (2008)
2718,Drop Dead Gorgeous (1999),Comedy,Igor (2008)
2719,"Haunting, The (1999)",Horror|Thriller,Dinotopia (2002)
2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy,Hunger (2008)
2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller,Punisher: War Zone (2008)
2723,Mystery Men (1999),Action|Comedy|Fantasy,Shrek the Halls (2007)
2724,Runaway Bride (1999),Comedy|Romance,"Pervert's Guide to Cinema, The (2006)"
2725,Twin Falls Idaho (1999),Drama,Wallace and Gromit in 'A Matter of Loaf and Death' (2008)
2726,"Killing, The (1956)",Crime|Film-Noir,"Day the Earth Stood Still, The (2008)"
2727,Killer's Kiss (1955),Crime|Film-Noir,Che: Part One (2008)
2728,Spartacus (1960),Action|Drama|Romance|War,Che: Part Two (2008)
2729,Lolita (1962),Drama|Romance,Doubt (2008)
2730,Barry Lyndon (1975),Drama|Romance|War,Gran Torino (2008)
2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,Frost/Nixon (2008)
2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance,"Reader, The (2008)"
2733,Vibes (1988),Adventure|Comedy|Romance,Sword of the Stranger (Sutorejia: Mukô hadan) (2007)
2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller,Seven Pounds (2008)
2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery,"Wrestler, The (2008)"
2736,Brighton Beach Memoirs (1986),Comedy,"Curious Case of Benjamin Button, The (2008)"
2737,Assassination (1987),Action|Drama|Thriller,Yes Man (2008)
2738,Crimes of the Heart (1986),Comedy|Drama,Valkyrie (2008)
2739,"Color Purple, The (1985)",Drama,5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007)
2740,"Kindred, The (1986)",Horror|Sci-Fi,War of the Worlds (2005)
2741,No Mercy (1986),Action|Crime|Thriller,Ben X (2007)
2742,Ménage (Tenue de soirée) (1986),Comedy|Drama,Bedtime Stories (2008)
2743,Native Son (1986),Drama,Choke (2008)
2744,Otello (1986),Drama,Revolutionary Road (2008)
2745,"Mission, The (1986)",Drama,Blackadder Back & Forth (1999)
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,Blackadder's Christmas Carol (1988)
2747,"Little Shop of Horrors, The (1960)",Comedy|Horror,Dear Zachary: A Letter to a Son About His Father (2008)
2748,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy,Wild Child (2008)
2749,"Morning After, The (1986)",Drama|Mystery,Defiance (2008)
2750,Radio Days (1987),Comedy|Drama,Zeitgeist: Addendum (2008)
2751,From the Hip (1987),Comedy|Drama,Marley & Me (2008)
2752,Outrageous Fortune (1987),Comedy|Mystery,Ponyo (Gake no ue no Ponyo) (2008)
2754,Deadtime Stories (1987),Horror,"General Died at Dawn, The (1936)"
2757,Frances (1982),Drama,Earthsea (Legend of Earthsea) (2004)
2759,Dick (1999),Comedy,Ip Man (2008)
2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,"Tale of Despereaux, The (2008)"
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,Bride Wars (2009)
2763,"Thomas Crown Affair, The (1999)",Action|Mystery,"Gamers, The: Dorkness Rising (2008)"
2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller,Mesrine: Killer Instinct (L'instinct de mort) (2008)
2765,"Acid House, The (1998)",Comedy|Drama,My Bloody Valentine 3-D (2009)
2766,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama,Battle in Seattle (2007)
2769,"Yards, The (2000)",Crime|Drama,"Timecrimes (Cronocrímenes, Los) (2007)"
2770,Bowfinger (1999),Comedy,Fire and Ice (2008)
2771,Brokedown Palace (1999),Drama,Underworld: Rise of the Lycans (2009)
2772,Detroit Rock City (1999),Comedy,Inkheart (2008)
2774,Better Than Chocolate (1999),Comedy|Romance,Revenge of the Nerds III: The Next Generation (1992)
2775,Head On (1998),Drama,Revenge of the Nerds IV: Nerds in Love (1994)
2779,Heaven Can Wait (1978),Comedy,Paul Blart: Mall Cop (2009)
2782,Pit and the Pendulum (1961),Horror,Notorious (2009)
2784,"Masque of the Red Death, The (1964)",Horror,"Uninvited, The (2009)"
2786,Haunted Honeymoon (1986),Comedy,Outlander (2008)
2787,Cat's Eye (1985),Horror,Eden Lake (2008)
2788,Monty Python's And Now for Something Completely Different (1971),Comedy,Coraline (2009)
2789,Damien: Omen II (1978),Horror,Push (2009)
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller,"International, The (2009)"
2791,Airplane! (1980),Comedy,He's Just Not That Into You (2009)
2792,Airplane II: The Sequel (1982),Comedy,Dead Like Me: Life After Death (2009)
2793,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller,Futurama: Into the Wild Green Yonder (2009)
2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance,Frontière(s) (2007)
2795,National Lampoon's Vacation (1983),Comedy,"11th Hour, The (2007)"
2796,Funny Farm (1988),Comedy,Afro Samurai: Resurrection (2009)
2797,Big (1988),Comedy|Drama|Fantasy|Romance,Departures (Okuribito) (2008)
2798,Problem Child (1990),Children|Comedy,My Name Is Bruce (2007)
2799,Problem Child 2 (1991),Comedy,Funny People (2009)
2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy,Berlin Calling (2008)
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance,Nuremberg (2000)
2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller,Away We Go (2009)
2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller,"Divo, Il (2008)"
2804,"Christmas Story, A (1983)",Children|Comedy,Friday the 13th (2009)
2805,Mickey Blue Eyes (1999),Comedy|Romance,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)"
2806,Teaching Mrs. Tingle (1999),Comedy|Thriller,"Pink Panther 2, The (2009)"
2807,Universal Soldier: The Return (1999),Action|Sci-Fi,Rock-A-Doodle (1991)
2808,Universal Soldier (1992),Action|Sci-Fi,Dr. Horrible's Sing-Along Blog (2008)
2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller,"Cottage, The (2008)"
2812,In Too Deep (1999),Action|Thriller,"I Love You, Man (2009)"
2813,"Source, The (1999)",Documentary,Dance of the Dead (2008)
2815,Iron Eagle (1986),Action|War,"Haunting in Connecticut, The (2009)"
2816,Iron Eagle II (1988),Action|War,Duplicity (2009)
2817,Aces: Iron Eagle III (1992),Action,Knowing (2009)
2818,Iron Eagle IV (1995),Action|War,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)"
2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,Sunshine Cleaning (2008)
2820,Hamlet (1964),Drama,Kung Fu Panda: Secrets of the Furious Five (2008)
2822,Medicine Man (1992),Adventure|Romance,Echelon Conspiracy (2009)
2824,On the Ropes (1999),Documentary|Drama,Monsters vs. Aliens (2009)
2826,"13th Warrior, The (1999)",Action|Adventure|Fantasy,"Baader Meinhof Komplex, Der (2008)"
2827,"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,Big Stan (2007)
2828,Dudley Do-Right (1999),Children|Comedy,Strictly Sexual (2008)
2829,"Muse, The (1999)",Comedy,Anvil! The Story of Anvil (2008)
2835,Chill Factor (1999),Action|Adventure|Comedy|Thriller,Observe and Report (2009)
2836,Outside Providence (1999),Comedy,Adventureland (2009)
2837,Bedrooms & Hallways (1998),Comedy|Romance,Confessions of a Shopaholic (2009)
2839,West Beirut (West Beyrouth) (1998),Drama,The Butterfly Effect 3: Revelations (2009)
2840,Stigmata (1999),Drama|Thriller,Man on the Flying Trapeze (1935)
2841,Stir of Echoes (1999),Horror|Mystery|Thriller,"Fast & Furious (Fast and the Furious 4, The) (2009)"
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,In the Loop (2009)
2844,"Minus Man, The (1999)",Drama|Mystery,Pirate Radio (2009)
2846,"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,17 Again (2009)
2847,Only Angels Have Wings (1939),Adventure|Drama|Romance,Inglourious Basterds (2009)
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,State of Play (2009)
2851,Saturn 3 (1980),Adventure|Sci-Fi|Thriller,"Damned United, The (2009)"
2852,"Soldier's Story, A (1984)",Drama,Crank: High Voltage (2009)
2856,I Saw What You Did (1965),Thriller,Moon (2009)
2857,Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,"Young Victoria, The (2009)"
2858,American Beauty (1999),Drama|Romance,X-Men Origins: Wolverine (2009)
2859,Stop Making Sense (1984),Documentary|Musical,Sin Nombre (2009)
2860,Blue Streak (1999),Comedy,Star Trek (2009)
2861,For Love of the Game (1999),Comedy|Drama,"Great Buck Howard, The (2008)"
2862,Caligula (1979),Drama,Flatfoot on the Nile (Piedone d'Egitto) (1980)
2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009)
2865,Sugar Town (1999),Comedy,Earth (2007)
2866,"Buddy Holly Story, The (1978)",Drama,Stanley Kubrick: A Life in Pictures (2001)
2867,Fright Night (1985),Comedy|Horror|Thriller,Crossing Over (2009)
2868,Fright Night Part II (1988),Horror,Angels & Demons (2009)
2870,Barefoot in the Park (1967),Comedy,Scorpio (1973)
2871,Deliverance (1972),Adventure|Drama|Thriller,Balls Out: Gary the Tennis Coach (2009)
2872,Excalibur (1981),Adventure|Fantasy,Powder Blue (2009)
2874,"Pajama Game, The (1957)",Comedy|Musical|Romance,Fanboys (2009)
2875,Sommersby (1993),Drama|Mystery|Romance,Terminator Salvation (2009)
2876,Thumbelina (1994),Animation|Children|Fantasy,Night at the Museum: Battle of the Smithsonian (2009)
2877,Tommy (1975),Musical,Were the World Mine (2008)
2878,Hell Night (1981),Horror,"Brothers Bloom, The (2008)"
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,Paisan (Paisà) (1946)
2880,Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,I Do: How to Get Married and Stay Single (Prête-moi ta main) (2006)
2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller,"Soloist, The (2009)"
2882,Jakob the Liar (1999),Drama,Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997)
2883,Mumford (1999),Comedy|Drama,Drag Me to Hell (2009)
2884,Dog Park (1998),Comedy|Romance,Up (2009)
2885,Guinevere (1999),Drama|Romance,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005)
2886,"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,Fired Up (2009)
2887,Simon Sez (1999),Action|Comedy,In the Electric Mist (2009)
2888,Drive Me Crazy (1999),Comedy|Romance,"Hangover, The (2009)"
2889,"Mystery, Alaska (1999)",Comedy|Drama,Killshot (2008)
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War,Antichrist (2009)
2891,"Happy, Texas (1999)",Comedy,Sweeney Todd (2006)
2892,New Rose Hotel (1998),Action|Drama,Boy Eats Girl (2005)
2893,Plunkett & MaCleane (1999),Action|Adventure|Drama,Marius and Jeanette (Marius et Jeannette) (1997)
2894,Romance (1999),Drama|Romance,Ernest Rides Again (1993)
2896,Alvarez Kelly (1966),Western,Special (2006)
2897,And the Ship Sails On (E la nave va) (1983),Comedy|War,Dead Snow (Død snø) (2009)
2898,"Dark Half, The (1993)",Horror|Mystery,Land of the Lost (2009)
2899,Gulliver's Travels (1939),Adventure|Animation|Children,Imagine That (2009)
